AID,count
5772,8
5773,3
5774,2
5775,0
5776,17
5777,0
5778,0
5779,0
5780,0
5781,0
5782,37
5783,190
5784,2
5785,11
5786,0
5787,3
5788,8
5789,10
5790,23
5791,0
5792,28
5793,56
5794,543
5795,0
5796,14
5797,45
5798,0
5799,0
5800,7337
5801,421
5802,153
5803,1163
5804,345
5805,988
5806,527
5807,177
5808,972
5809,118
5810,25
5811,284
5812,478
5813,161
5814,412
5815,352
5816,33
5817,150
5818,607
5819,613
5820,206
5821,210
5822,259
5823,88
5824,27
5825,355
5826,91
5827,325
5828,46
5829,71
5830,99
5831,576
5832,61
5833,33
5834,179
5835,93
5836,64
5837,59
5838,18
5839,346
5840,10
5841,63
5842,14
5843,51
5844,27
5845,134
5846,87
5847,118
5848,114
5849,14
5850,63
5851,77
5852,464
5853,21
5854,5
5855,85
5856,38
5857,0
5858,16
5859,1764
5860,21
5861,13
5862,95
5863,22
5864,0
5865,10
5866,60
5867,1
5868,11
5869,219
5870,1
5871,0
5872,64
5873,23
5874,0
5875,15
5876,3
5877,9
5878,10
5879,0
5880,0
5881,5
5882,0
5883,36
5884,13
5885,0
5886,5
5887,2
5888,0
5889,102
5890,250
5891,138
5892,380
5893,982
5894,1534
5895,90
5896,0
5897,4
5898,19
5899,2
5900,191
5901,358
5902,20
5903,22
5904,923
5905,202
5906,176
5907,6488
5908,55
5909,17
5910,0
5911,263
5912,78
5913,6
5914,416
5915,36
5916,0
5917,0
5918,25
5919,0
5920,0
5921,7808
5922,43
5923,19
5924,291
5925,263
5926,2835
5927,359
5928,912
5929,99
5930,98
5931,132
5932,54
5933,364
5934,10
5935,21
5936,0
5937,0
5938,42
5939,10
5940,0
5941,0
5942,92
5943,0
5944,283
5945,0
5946,0
5947,0
5948,742
5949,37
5950,0
5951,0
5952,0
5953,4
5954,2
5955,0
5956,36
5957,5
5958,7
5959,0
5960,8
5961,326
5962,128
5963,0
5964,4
5965,694
5966,45
5967,3
5968,14
5969,99
5970,0
5971,44
5972,233
5973,1
5974,0
5975,6
5976,5
5977,0
5978,6
5979,0
5980,43
5981,0
5982,188
5983,3
5984,0
5985,0
5986,18
5987,118
5988,43
5989,1
5990,242
5991,0
5992,187
5993,0
5994,0
5995,0
5996,0
5997,76
5998,28
5999,5
6000,0
6001,3
6002,10
6003,1
6004,5
6005,1
6006,3
6007,0
6008,14
6009,0
6010,0
6011,0
6012,0
6013,0
6014,41
6015,198
6016,1
6017,15
6018,0
6019,3
6020,8
6021,7
6022,43
6023,0
6024,27
6025,57
6026,578
6027,0
6028,14
6029,39
6030,0
6031,0
6032,7525
6033,432
6034,180
6035,1197
6036,354
6037,1004
6038,527
6039,156
6040,1011
6041,95
6042,27
6043,275
6044,507
6045,167
6046,385
6047,382
6048,26
6049,151
6050,665
6051,616
6052,207
6053,189
6054,263
6055,99
6056,30
6057,371
6058,101
6059,323
6060,38
6061,70
6062,101
6063,586
6064,47
6065,28
6066,186
6067,107
6068,68
6069,53
6070,21
6071,343
6072,13
6073,72
6074,10
6075,46
6076,30
6077,143
6078,87
6079,125
6080,122
6081,11
6082,66
6083,83
6084,499
6085,26
6086,7
6087,82
6088,37
6089,0
6090,15
6091,1787
6092,25
6093,11
6094,93
6095,17
6096,0
6097,9
6098,46
6099,0
6100,8
6101,212
6102,0
6103,0
6104,63
6105,27
6106,0
6107,20
6108,5
6109,7
6110,10
6111,0
6112,0
6113,5
6114,0
6115,27
6116,14
6117,0
6118,4
6119,3
6120,1
6121,100
6122,259
6123,128
6124,410
6125,1000
6126,1515
6127,91
6128,0
6129,5
6130,16
6131,2
6132,179
6133,374
6134,23
6135,18
6136,907
6137,191
6138,150
6139,6611
6140,62
6141,16
6142,0
6143,269
6144,75
6145,5
6146,435
6147,39
6148,0
6149,0
6150,26
6151,0
6152,0
6153,8089
6154,40
6155,19
6156,279
6157,257
6158,2808
6159,317
6160,933
6161,94
6162,111
6163,162
6164,63
6165,374
6166,8
6167,18
6168,0
6169,0
6170,44
6171,12
6172,0
6173,0
6174,88
6175,0
6176,297
6177,0
6178,0
6179,0
6180,770
6181,51
6182,0
6183,0
6184,0
6185,4
6186,1
6187,0
6188,37
6189,1
6190,6
6191,0
6192,7
6193,329
6194,115
6195,0
6196,0
6197,707
6198,52
6199,6
6200,11
6201,97
6202,0
6203,47
6204,239
6205,2
6206,0
6207,9
6208,7
6209,0
6210,4
6211,0
6212,47
6213,0
6214,193
6215,4
6216,0
6217,0
6218,21
6219,104
6220,41
6221,1
6222,232
6223,0
6224,175
6225,0
6226,0
6227,0
6228,0
6229,90
6230,31
6231,7
6232,0
6233,2
6234,13
6235,0
6236,6
6237,1
6238,5
6239,0
6240,11
6241,0
6242,0
6243,0
6244,0
6245,0
6246,50
6247,205
6248,2
6249,8
6250,0
6251,1
6252,9
6253,7
6254,31
6255,0
6256,38
6257,48
6258,580
6259,0
6260,21
6261,50
6262,0
6263,0
6264,7863
6265,442
6266,182
6267,1232
6268,334
6269,1065
6270,551
6271,165
6272,1059
6273,137
6274,23
6275,271
6276,499
6277,178
6278,425
6279,367
6280,42
6281,164
6282,685
6283,622
6284,205
6285,166
6286,243
6287,94
6288,21
6289,392
6290,116
6291,293
6292,51
6293,75
6294,100
6295,586
6296,64
6297,28
6298,218
6299,95
6300,70
6301,69
6302,16
6303,315
6304,12
6305,67
6306,12
6307,46
6308,37
6309,157
6310,100
6311,118
6312,109
6313,14
6314,59
6315,60
6316,494
6317,43
6318,7
6319,81
6320,34
6321,0
6322,15
6323,1810
6324,29
6325,10
6326,94
6327,20
6328,0
6329,16
6330,47
6331,2
6332,11
6333,223
6334,0
6335,0
6336,62
6337,12
6338,1
6339,22
6340,3
6341,5
6342,8
6343,0
6344,0
6345,5
6346,0
6347,32
6348,11
6349,0
6350,5
6351,7
6352,0
6353,96
6354,255
6355,137
6356,435
6357,1041
6358,1496
6359,83
6360,0
6361,10
6362,13
6363,3
6364,202
6365,371
6366,22
6367,17
6368,914
6369,197
6370,159
6371,6645
6372,47
6373,15
6374,0
6375,247
6376,63
6377,2
6378,402
6379,41
6380,0
6381,0
6382,28
6383,0
6384,0
6385,8349
6386,45
6387,23
6388,297
6389,259
6390,2865
6391,373
6392,935
6393,103
6394,105
6395,133
6396,67
6397,361
6398,11
6399,17
6400,0
6401,0
6402,44
6403,14
6404,0
6405,0
6406,91
6407,0
6408,280
6409,0
6410,0
6411,0
6412,756
6413,50
6414,0
6415,0
6416,0
6417,4
6418,1
6419,0
6420,34
6421,0
6422,5
6423,0
6424,8
6425,322
6426,114
6427,0
6428,5
6429,637
6430,48
6431,10
6432,12
6433,78
6434,0
6435,45
6436,215
6437,0
6438,0
6439,5
6440,1
6441,0
6442,2
6443,0
6444,46
6445,0
6446,201
6447,1
6448,0
6449,0
6450,19
6451,127
6452,38
6453,3
6454,275
6455,0
6456,178
6457,0
6458,0
6459,0
6460,0
6461,96
6462,29
6463,5
6464,0
6465,2
6466,11
6467,1
6468,7
6469,1
6470,4
6471,0
6472,12
6473,0
6474,0
6475,0
6476,0
6477,0
6478,44
6479,180
6480,2
6481,12
6482,0
6483,1
6484,7
6485,18
6486,40
6487,0
6488,38
6489,63
6490,596
6491,0
6492,12
6493,47
6494,0
6495,0
6496,7976
6497,449
6498,159
6499,1232
6500,334
6501,1038
6502,564
6503,192
6504,1049
6505,132
6506,25
6507,267
6508,505
6509,176
6510,462
6511,392
6512,39
6513,168
6514,730
6515,634
6516,196
6517,190
6518,254
6519,95
6520,29
6521,396
6522,114
6523,317
6524,51
6525,72
6526,103
6527,585
6528,69
6529,30
6530,214
6531,116
6532,54
6533,56
6534,16
6535,337
6536,13
6537,73
6538,14
6539,54
6540,36
6541,134
6542,101
6543,114
6544,115
6545,18
6546,50
6547,62
6548,466
6549,45
6550,11
6551,74
6552,39
6553,0
6554,16
6555,1819
6556,24
6557,13
6558,90
6559,25
6560,0
6561,10
6562,43
6563,0
6564,11
6565,226
6566,0
6567,0
6568,76
6569,17
6570,0
6571,18
6572,5
6573,7
6574,14
6575,0
6576,0
6577,7
6578,0
6579,33
6580,24
6581,0
6582,3
6583,4
6584,1
6585,102
6586,261
6587,128
6588,429
6589,1022
6590,1501
6591,80
6592,0
6593,8
6594,15
6595,2
6596,207
6597,359
6598,25
6599,5
6600,904
6601,189
6602,162
6603,6596
6604,53
6605,13
6606,1
6607,237
6608,67
6609,5
6610,393
6611,39
6612,0
6613,0
6614,23
6615,0
6616,0
6617,8453
6618,52
6619,17
6620,303
6621,263
6622,2867
6623,352
6624,920
6625,107
6626,105
6627,172
6628,70
6629,362
6630,10
6631,21
6632,0
6633,0
6634,43
6635,14
6636,0
6637,0
6638,82
6639,0
6640,271
6641,0
6642,0
6643,0
6644,773
6645,44
6646,0
6647,0
6648,0
6649,4
6650,0
6651,0
6652,34
6653,4
6654,3
6655,0
6656,7
6657,361
6658,119
6659,0
6660,1
6661,635
6662,49
6663,6
6664,11
6665,90
6666,0
6667,44
6668,230
6669,9
6670,0
6671,3
6672,3
6673,0
6674,3
6675,0
6676,49
6677,0
6678,186
6679,5
6680,0
6681,0
6682,21
6683,109
6684,49
6685,3
6686,282
6687,0
6688,203
6689,0
6690,0
6691,0
6692,0
6693,86
6694,38
6695,6
6696,0
6697,3
6698,11
6699,1
6700,3
6701,1
6702,3
6703,0
6704,12
6705,0
6706,0
6707,0
6708,0
6709,0
6710,52
6711,182
6712,1
6713,11
6714,0
6715,1
6716,10
6717,8
6718,48
6719,0
6720,40
6721,75
6722,593
6723,0
6724,22
6725,51
6726,0
6727,0
6728,8106
6729,467
6730,208
6731,1206
6732,345
6733,1025
6734,548
6735,192
6736,1096
6737,128
6738,22
6739,268
6740,506
6741,178
6742,444
6743,372
6744,44
6745,161
6746,785
6747,649
6748,189
6749,176
6750,234
6751,95
6752,26
6753,380
6754,109
6755,285
6756,54
6757,68
6758,95
6759,624
6760,86
6761,35
6762,225
6763,118
6764,46
6765,55
6766,22
6767,309
6768,16
6769,64
6770,12
6771,46
6772,35
6773,121
6774,82
6775,116
6776,99
6777,18
6778,48
6779,67
6780,470
6781,27
6782,7
6783,71
6784,38
6785,0
6786,12
6787,1834
6788,29
6789,11
6790,91
6791,21
6792,0
6793,14
6794,45
6795,0
6796,12
6797,236
6798,0
6799,0
6800,65
6801,26
6802,0
6803,26
6804,4
6805,7
6806,13
6807,0
6808,0
6809,7
6810,0
6811,33
6812,14
6813,0
6814,10
6815,5
6816,0
6817,97
6818,240
6819,130
6820,401
6821,1019
6822,1488
6823,97
6824,0
6825,11
6826,14
6827,2
6828,206
6829,355
6830,25
6831,13
6832,955
6833,177
6834,167
6835,6511
6836,54
6837,13
6838,0
6839,266
6840,73
6841,4
6842,393
6843,25
6844,0
6845,0
6846,24
6847,0
6848,0
6849,8575
6850,49
6851,21
6852,319
6853,266
6854,2894
6855,388
6856,928
6857,108
6858,105
6859,151
6860,69
6861,339
6862,10
6863,12
6864,0
6865,0
6866,46
6867,11
6868,0
6869,0
6870,110
6871,0
6872,269
6873,0
6874,0
6875,0
6876,764
6877,36
6878,0
6879,0
6880,0
6881,6
6882,0
6883,0
6884,34
6885,6
6886,5
6887,0
6888,7
6889,392
6890,114
6891,0
6892,1
6893,612
6894,61
6895,4
6896,11
6897,85
6898,0
6899,41
6900,238
6901,4
6902,0
6903,5
6904,5
6905,0
6906,5
6907,0
6908,43
6909,0
6910,180
6911,1
6912,0
6913,0
6914,16
6915,103
6916,59
6917,2
6918,269
6919,0
6920,207
6921,0
6922,0
6923,0
6924,0
6925,89
6926,39
6927,4
6928,0
6929,2
6930,12
6931,0
6932,6
6933,2
6934,5
6935,0
6936,13
6937,0
6938,0
6939,0
6940,0
6941,0
6942,46
6943,186
6944,2
6945,7
6946,0
6947,1
6948,9
6949,11
6950,44
6951,0
6952,35
6953,69
6954,610
6955,0
6956,13
6957,48
6958,0
6959,0
6960,8213
6961,450
6962,219
6963,1225
6964,356
6965,1031
6966,544
6967,170
6968,1071
6969,122
6970,23
6971,277
6972,510
6973,185
6974,464
6975,381
6976,40
6977,179
6978,787
6979,604
6980,200
6981,182
6982,236
6983,76
6984,22
6985,381
6986,95
6987,283
6988,57
6989,74
6990,93
6991,582
6992,59
6993,37
6994,238
6995,112
6996,44
6997,51
6998,17
6999,319
7000,13
7001,72
7002,8
7003,58
7004,29
7005,103
7006,81
7007,120
7008,115
7009,16
7010,55
7011,66
7012,455
7013,31
7014,5
7015,77
7016,39
7017,0
7018,19
7019,1828
7020,16
7021,9
7022,84
7023,16
7024,0
7025,10
7026,48
7027,0
7028,17
7029,229
7030,0
7031,0
7032,59
7033,28
7034,0
7035,21
7036,4
7037,6
7038,11
7039,0
7040,0
7041,6
7042,0
7043,29
7044,15
7045,0
7046,6
7047,3
7048,0
7049,88
7050,242
7051,143
7052,388
7053,1023
7054,1513
7055,88
7056,0
7057,8
7058,18
7059,1
7060,198
7061,386
7062,29
7063,19
7064,972
7065,197
7066,167
7067,6547
7068,55
7069,14
7070,0
7071,255
7072,65
7073,3
7074,391
7075,24
7076,0
7077,0
7078,27
7079,0
7080,0
7081,8711
7082,47
7083,30
7084,327
7085,254
7086,2914
7087,369
7088,926
7089,121
7090,120
7091,158
7092,59
7093,341
7094,10
7095,17
7096,0
7097,0
7098,47
7099,11
7100,0
7101,0
7102,101
7103,0
7104,293
7105,0
7106,0
7107,0
7108,713
7109,45
7110,0
7111,0
7112,0
7113,1
7114,0
7115,0
7116,35
7117,3
7118,4
7119,0
7120,7
7121,370
7122,118
7123,0
7124,4
7125,630
7126,47
7127,5
7128,10
7129,87
7130,0
7131,43
7132,228
7133,0
7134,0
7135,2
7136,7
7137,0
7138,8
7139,0
7140,38
7141,0
7142,173
7143,7
7144,0
7145,0
7146,18
7147,110
7148,50
7149,1
7150,260
7151,0
7152,223
7153,0
7154,0
7155,0
7156,0
7157,91
7158,41
7159,8
7160,0
7161,1
7162,11
7163,0
7164,2
7165,2
7166,4
7167,0
7168,10
7169,0
7170,0
7171,0
7172,0
7173,0
7174,53
7175,173
7176,0
7177,12
7178,0
7179,1
7180,10
7181,15
7182,57
7183,0
7184,34
7185,72
7186,652
7187,0
7188,13
7189,50
7190,0
7191,0
7192,8427
7193,489
7194,192
7195,1177
7196,330
7197,1025
7198,491
7199,180
7200,1084
7201,106
7202,18
7203,323
7204,472
7205,178
7206,421
7207,351
7208,39
7209,161
7210,747
7211,599
7212,183
7213,178
7214,207
7215,65
7216,22
7217,375
7218,95
7219,296
7220,53
7221,68
7222,75
7223,629
7224,51
7225,32
7226,233
7227,102
7228,38
7229,54
7230,19
7231,333
7232,16
7233,69
7234,11
7235,65
7236,29
7237,92
7238,78
7239,119
7240,110
7241,16
7242,46
7243,84
7244,454
7245,29
7246,4
7247,71
7248,35
7249,0
7250,18
7251,1926
7252,16
7253,9
7254,79
7255,18
7256,0
7257,13
7258,42
7259,0
7260,13
7261,203
7262,0
7263,0
7264,66
7265,19
7266,0
7267,14
7268,6
7269,7
7270,9
7271,0
7272,0
7273,6
7274,0
7275,36
7276,11
7277,0
7278,8
7279,5
7280,0
7281,86
7282,241
7283,138
7284,404
7285,1030
7286,1606
7287,90
7288,0
7289,11
7290,14
7291,2
7292,224
7293,382
7294,28
7295,19
7296,939
7297,209
7298,168
7299,6728
7300,48
7301,20
7302,0
7303,281
7304,66
7305,6
7306,410
7307,22
7308,0
7309,0
7310,23
7311,0
7312,0
7313,8797
7314,51
7315,23
7316,300
7317,255
7318,2920
7319,392
7320,913
7321,110
7322,112
7323,175
7324,57
7325,349
7326,12
7327,18
7328,0
7329,0
7330,47
7331,12
7332,0
7333,0
7334,92
7335,0
7336,289
7337,0
7338,0
7339,0
7340,673
7341,31
7342,0
7343,0
7344,0
7345,2
7346,0
7347,0
7348,31
7349,0
7350,5
7351,0
7352,6
7353,346
7354,117
7355,0
7356,3
7357,628
7358,58
7359,4
7360,9
7361,92
7362,0
7363,47
7364,226
7365,2
7366,0
7367,4
7368,5
7369,0
7370,5
7371,0
7372,33
7373,0
7374,177
7375,5
7376,0
7377,0
7378,17
7379,88
7380,47
7381,1
7382,213
7383,0
7384,230
7385,0
7386,0
7387,0
7388,0
7389,79
7390,43
7391,4
7392,0
7393,2
7394,12
7395,0
7396,3
7397,2
7398,5
7399,0
7400,14
7401,0
7402,0
7403,0
7404,0
7405,0
7406,32
7407,190
7408,0
7409,9
7410,0
7411,3
7412,6
7413,10
7414,60
7415,0
7416,41
7417,60
7418,616
7419,0
7420,15
7421,43
7422,0
7423,0
7424,8469
7425,477
7426,213
7427,1079
7428,307
7429,936
7430,448
7431,160
7432,1099
7433,112
7434,21
7435,333
7436,455
7437,136
7438,390
7439,303
7440,24
7441,145
7442,770
7443,570
7444,194
7445,190
7446,213
7447,50
7448,19
7449,402
7450,75
7451,251
7452,47
7453,72
7454,75
7455,677
7456,60
7457,34
7458,203
7459,81
7460,38
7461,45
7462,21
7463,291
7464,13
7465,65
7466,6
7467,50
7468,20
7469,60
7470,81
7471,110
7472,82
7473,12
7474,46
7475,75
7476,466
7477,13
7478,3
7479,79
7480,29
7481,0
7482,17
7483,2006
7484,19
7485,9
7486,82
7487,14
7488,0
7489,7
7490,39
7491,0
7492,9
7493,201
7494,0
7495,0
7496,66
7497,14
7498,0
7499,25
7500,4
7501,8
7502,5
7503,0
7504,0
7505,5
7506,0
7507,27
7508,9
7509,0
7510,5
7511,4
7512,0
7513,89
7514,241
7515,141
7516,432
7517,1061
7518,1580
7519,98
7520,0
7521,5
7522,15
7523,2
7524,195
7525,358
7526,23
7527,12
7528,984
7529,216
7530,171
7531,6660
7532,40
7533,13
7534,0
7535,270
7536,69
7537,2
7538,399
7539,20
7540,0
7541,0
7542,31
7543,0
7544,0
7545,8882
7546,37
7547,26
7548,310
7549,265
7550,2943
7551,424
7552,924
7553,133
7554,110
7555,153
7556,42
7557,347
7558,13
7559,24
7560,0
7561,0
7562,46
7563,11
7564,0
7565,0
7566,93
7567,0
7568,297
7569,0
7570,0
7571,0
7572,642
7573,32
7574,0
7575,0
7576,0
7577,1
7578,0
7579,0
7580,24
7581,0
7582,5
7583,0
7584,11
7585,370
7586,103
7587,0
7588,1
7589,720
7590,46
7591,11
7592,10
7593,84
7594,0
7595,41
7596,235
7597,1
7598,0
7599,1
7600,6
7601,0
7602,2
7603,0
7604,25
7605,0
7606,160
7607,6
7608,0
7609,0
7610,18
7611,103
7612,55
7613,2
7614,218
7615,0
7616,193
7617,0
7618,0
7619,0
7620,0
7621,84
7622,41
7623,7
7624,0
7625,2
7626,7
7627,0
7628,4
7629,1
7630,6
7631,0
7632,7
7633,0
7634,0
7635,0
7636,0
7637,0
7638,25
7639,200
7640,0
7641,8
7642,0
7643,4
7644,6
7645,5
7646,54
7647,0
7648,35
7649,62
7650,595
7651,0
7652,13
7653,52
7654,0
7655,0
7656,8850
7657,448
7658,244
7659,966
7660,284
7661,888
7662,403
7663,133
7664,1116
7665,113
7666,16
7667,298
7668,421
7669,126
7670,347
7671,287
7672,23
7673,147
7674,771
7675,567
7676,185
7677,184
7678,188
7679,36
7680,25
7681,369
7682,76
7683,240
7684,68
7685,65
7686,78
7687,699
7688,50
7689,29
7690,172
7691,62
7692,39
7693,37
7694,15
7695,261
7696,12
7697,59
7698,6
7699,45
7700,25
7701,33
7702,71
7703,92
7704,54
7705,12
7706,25
7707,65
7708,435
7709,10
7710,6
7711,80
7712,30
7713,0
7714,21
7715,2093
7716,7
7717,9
7718,71
7719,14
7720,0
7721,5
7722,33
7723,0
7724,8
7725,195
7726,0
7727,0
7728,62
7729,26
7730,0
7731,22
7732,2
7733,5
7734,3
7735,0
7736,0
7737,6
7738,0
7739,26
7740,12
7741,0
7742,5
7743,0
7744,0
7745,79
7746,253
7747,159
7748,444
7749,1046
7750,1741
7751,93
7752,0
7753,3
7754,8
7755,3
7756,213
7757,354
7758,22
7759,19
7760,1003
7761,238
7762,168
7763,6819
7764,50
7765,12
7766,0
7767,325
7768,63
7769,1
7770,380
7771,22
7772,0
7773,0
7774,27
7775,0
7776,0
7777,9088
7778,36
7779,25
7780,340
7781,270
7782,3101
7783,457
7784,973
7785,157
7786,119
7787,149
7788,51
7789,328
7790,8
7791,14
7792,0
7793,0
7794,38
7795,11
7796,0
7797,0
7798,94
7799,0
7800,333
7801,0
7802,0
7803,0
7804,578
7805,22
7806,0
7807,0
7808,0
7809,2
7810,0
7811,0
7812,28
7813,0
7814,1
7815,0
7816,6
7817,363
7818,105
7819,0
7820,0
7821,774
7822,42
7823,2
7824,11
7825,123
7826,0
7827,45
7828,215
7829,0
7830,0
7831,2
7832,2
7833,0
7834,3
7835,0
7836,23
7837,0
7838,172
7839,9
7840,0
7841,0
7842,22
7843,89
7844,47
7845,1
7846,187
7847,0
7848,215
7849,0
7850,0
7851,0
7852,0
7853,83
7854,29
7855,5
7856,0
7857,0
7858,13
7859,0
7860,6
7861,1
7862,5
7863,0
7864,2
7865,0
7866,0
7867,0
7868,0
7869,0
7870,26
7871,202
7872,2
7873,9
7874,0
7875,3
7876,6
7877,14
7878,57
7879,0
7880,38
7881,67
7882,585
7883,0
7884,18
7885,46
7886,0
7887,0
7888,8996
7889,439
7890,270
7891,869
7892,244
7893,800
7894,328
7895,91
7896,1222
7897,104
7898,10
7899,259
7900,391
7901,110
7902,268
7903,272
7904,27
7905,127
7906,710
7907,553
7908,175
7909,213
7910,196
7911,20
7912,8
7913,375
7914,60
7915,210
7916,60
7917,64
7918,81
7919,742
7920,39
7921,29
7922,144
7923,82
7924,34
7925,20
7926,20
7927,235
7928,12
7929,53
7930,3
7931,40
7932,19
7933,18
7934,65
7935,103
7936,46
7937,10
7938,23
7939,63
7940,408
7941,2
7942,3
7943,72
7944,21
7945,0
7946,22
7947,2091
7948,4
7949,9
7950,67
7951,10
7952,0
7953,1
7954,27
7955,0
7956,7
7957,195
7958,0
7959,0
7960,65
7961,17
7962,0
7963,14
7964,1
7965,6
7966,0
7967,0
7968,0
7969,5
7970,0
7971,26
7972,12
7973,0
7974,5
7975,1
7976,0
7977,85
7978,264
7979,143
7980,443
7981,1028
7982,1833
7983,105
7984,0
7985,2
7986,10
7987,2
7988,236
7989,318
7990,19
7991,12
7992,1044
7993,219
7994,164
7995,6777
7996,35
7997,12
7998,1
7999,347
8000,65
8001,0
8002,374
8003,19
8004,0
8005,0
8006,24
8007,0
8008,0
8009,9102
8010,35
8011,27
8012,319
8013,270
8014,3194
8015,460
8016,1008
8017,147
8018,116
8019,165
8020,39
8021,320
8022,9
8023,9
8024,0
8025,0
8026,35
8027,11
8028,0
8029,0
8030,119
8031,0
8032,288
8033,0
8034,0
8035,0
8036,506
8037,18
8038,0
8039,0
8040,0
8041,1
8042,0
8043,0
8044,24
8045,0
8046,1
8047,0
8048,6
8049,373
8050,113
8051,0
8052,0
8053,800
8054,36
8055,1
8056,8
8057,154
8058,0
8059,38
8060,237
8061,0
8062,0
8063,1
8064,3
8065,0
8066,0
8067,0
8068,23
8069,0
8070,170
8071,7
8072,0
8073,0
8074,14
8075,75
8076,48
8077,1
8078,173
8079,0
8080,197
8081,0
8082,0
8083,0
8084,0
8085,91
8086,30
8087,7
8088,0
8089,0
8090,14
8091,0
8092,2
8093,0
8094,7
8095,0
8096,3
8097,0
8098,0
8099,0
8100,0
8101,0
8102,23
8103,172
8104,1
8105,10
8106,0
8107,2
8108,6
8109,8
8110,59
8111,0
8112,39
8113,67
8114,598
8115,0
8116,4
8117,41
8118,0
8119,0
8120,8872
8121,476
8122,267
8123,690
8124,221
8125,748
8126,241
8127,76
8128,1212
8129,94
8130,3
8131,252
8132,361
8133,63
8134,201
8135,269
8136,28
8137,115
8138,677
8139,521
8140,159
8141,254
8142,169
8143,14
8144,8
8145,356
8146,46
8147,177
8148,51
8149,66
8150,88
8151,747
8152,42
8153,30
8154,110
8155,80
8156,30
8157,10
8158,11
8159,208
8160,11
8161,58
8162,2
8163,48
8164,3
8165,15
8166,67
8167,83
8168,41
8169,9
8170,16
8171,58
8172,398
8173,1
8174,1
8175,76
8176,18
8177,0
8178,22
8179,2010
8180,2
8181,12
8182,64
8183,2
8184,0
8185,2
8186,24
8187,0
8188,7
8189,199
8190,0
8191,0
8192,61
8193,20
8194,0
8195,14
8196,1
8197,5
8198,0
8199,0
8200,0
8201,5
8202,0
8203,28
8204,13
8205,0
8206,2
8207,2
8208,0
8209,87
8210,255
8211,156
8212,461
8213,1041
8214,1803
8215,109
8216,0
8217,2
8218,7
8219,1
8220,221
8221,325
8222,14
8223,9
8224,1019
8225,224
8226,132
8227,6613
8228,32
8229,6
8230,0
8231,343
8232,64
8233,0
8234,411
8235,15
8236,0
8237,0
8238,24
8239,0
8240,0
8241,8962
8242,42
8243,25
8244,287
8245,270
8246,3023
8247,450
8248,971
8249,140
8250,109
8251,153
8252,40
8253,310
8254,11
8255,5
8256,0
8257,0
8258,24
8259,11
8260,0
8261,0
8262,103
8263,0
8264,318
8265,0
8266,0
8267,0
8268,470
8269,20
8270,0
8271,0
8272,0
8273,2
8274,0
8275,0
8276,21
8277,0
8278,1
8279,0
8280,8
8281,358
8282,117
8283,0
8284,0
8285,675
8286,39
8287,0
8288,10
8289,116
8290,0
8291,40
8292,207
8293,0
8294,0
8295,0
8296,4
8297,0
8298,0
8299,0
8300,9
8301,0
8302,152
8303,10
8304,0
8305,0
8306,17
8307,77
8308,51
8309,1
8310,138
8311,0
8312,153
8313,0
8314,0
8315,0
8316,0
8317,65
8318,21
8319,7
8320,0
8321,0
8322,17
8323,0
8324,1
8325,0
8326,2
8327,0
8328,1
8329,0
8330,0
8331,0
8332,0
8333,0
8334,21
8335,165
8336,1
8337,12
8338,0
8339,1
8340,6
8341,15
8342,39
8343,0
8344,30
8345,51
8346,498
8347,0
8348,1
8349,26
8350,0
8351,0
8352,8464
8353,431
8354,276
8355,609
8356,207
8357,641
8358,209
8359,67
8360,1110
8361,90
8362,4
8363,221
8364,337
8365,65
8366,217
8367,238
8368,45
8369,112
8370,723
8371,495
8372,165
8373,252
8374,148
8375,19
8376,9
8377,366
8378,38
8379,145
8380,41
8381,70
8382,87
8383,712
8384,55
8385,20
8386,70
8387,85
8388,30
8389,17
8390,12
8391,173
8392,8
8393,54
8394,0
8395,32
8396,16
8397,13
8398,48
8399,80
8400,35
8401,9
8402,15
8403,52
8404,382
8405,2
8406,2
8407,73
8408,18
8409,0
8410,17
8411,1961
8412,1
8413,6
8414,67
8415,12
8416,0
8417,1
8418,25
8419,0
8420,7
8421,178
8422,0
8423,0
8424,54
8425,13
8426,0
8427,13
8428,1
8429,5
8430,0
8431,0
8432,0
8433,5
8434,0
8435,20
8436,10
8437,0
8438,1
8439,2
8440,0
8441,75
8442,231
8443,140
8444,464
8445,1003
8446,1588
8447,117
8448,0
8449,2
8450,6
8451,2
8452,207
8453,348
8454,12
8455,15
8456,993
8457,220
8458,135
8459,6377
8460,27
8461,4
8462,0
8463,286
8464,67
8465,0
8466,346
8467,15
8468,0
8469,0
8470,32
8471,0
8472,0
8473,8641
8474,35
8475,15
8476,244
8477,246
8478,2939
8479,409
8480,933
8481,124
8482,92
8483,127
8484,32
8485,283
8486,10
8487,6
8488,0
8489,0
8490,24
8491,13
8492,0
8493,0
8494,68
8495,0
8496,303
8497,0
8498,0
8499,0
8500,403
8501,15
8502,0
8503,0
8504,0
8505,1
8506,0
8507,0
8508,17
8509,0
8510,0
8511,0
8512,7
8513,407
8514,103
8515,0
8516,0
8517,658
8518,39
8519,0
8520,9
8521,81
8522,0
8523,33
8524,182
8525,1
8526,0
8527,0
8528,2
8529,0
8530,0
8531,0
8532,6
8533,0
8534,148
8535,7
8536,0
8537,0
8538,13
8539,53
8540,35
8541,1
8542,117
8543,0
8544,147
8545,0
8546,0
8547,0
